dispersal_allowed,plate_id,pairwise_id,week,beta_diversity
no,MCV,b44,2,0
no,MCV,b45,2,0.176470588
no,MCV,b46,2,0.066666667
no,MCV,b47,2,0.047619048
no,MCV,b48,2,0.045751634
no,MCV,b49,2,0.118881119
no,MCV,b50,2,0.045751634
no,MCV,b51,2,0.066666667
no,MCV,b52,2,0.045751634
no,MCV,b53,2,0.045751634
no,MCV,b54,2,0
no,MCV,b55,2,0.066666667
no,MCV,b56,2,0.045751634
no,MCV,b57,2,0.045751634
no,MCV,b58,2,0.066666667
no,MCV,b59,2,0.066666667
no,MCV,b60,2,0.045751634
no,MCV,b61,2,0.095890411
no,MCV,b62,2,0.073529412
no,MCV,b63,2,0.066666667
no,MCV,b64,2,0.088435374
no,MCV,b65,2,0.045751634
no,MCV,b66,2,0.020979021
no,MCV,b67,2,0.045751634
no,MCV,b68,2,0.066666667
no,MCV,b69,2,0.045751634
no,MCV,b70,2,0.045751634
no,MCV,b71,2,0.095890411
no,MCV,b72,2,0.066666667
no,MCV,b73,2,0.045751634
no,MCV,b74,2,0.045751634
no,MCV,b75,2,0.038961039
no,MCV,b76,2,0.01910828
no,MCV,b77,2,0.026666667
no,MCV,b78,2,0.142857143
no,MCV,b79,2,0.038961039
no,MCV,b80,2,0.01986755
no,MCV,b81,2,0.01910828
no,MCV,b82,2,0.088435374
no,MCV,b83,2,0.01910828
no,MCV,b84,2,0.038961039
no,MCV,b85,2,0.01910828
no,MCV,b86,2,0.01910828
no,MCV,b87,2,0.026666667
no,MCV,b88,2,0.038961039
no,MCV,b89,2,0.01910828
no,MCV,b90,2,0.01910828
no,MCV,b91,2,0.01910828
no,MCV,b92,2,0.066666667
no,MCV,b93,2,0.1
no,MCV,b94,2,0
no,MCV,b95,2,0.01986755
no,MCV,b96,2,0.01910828
no,MCV,b97,2,0.047619048
no,MCV,b98,2,0.01910828
no,MCV,b99,2,0
no,MCV,b100,2,0.01910828
no,MCV,b101,2,0.01910828
no,MCV,b102,2,0.066666667
no,MCV,b103,2,0
no,MCV,b104,2,0.01910828
no,MCV,b105,2,0.01910828
no,MCV,b106,2,0.045751634
no,MCV,b107,2,0.118881119
no,MCV,b108,2,0.01910828
no,MCV,b109,2,0.038961039
no,MCV,b110,2,0
no,MCV,b111,2,0.066666667
no,MCV,b112,2,0
no,MCV,b113,2,0.01910828
no,MCV,b114,2,0
no,MCV,b115,2,0
no,MCV,b116,2,0.045751634
no,MCV,b117,2,0.01910828
no,MCV,b118,2,0
no,MCV,b119,2,0
no,MCV,b120,2,0.176470588
no,MCV,b121,2,0.066666667
no,MCV,b122,2,0.047619048
no,MCV,b123,2,0.045751634
no,MCV,b124,2,0.118881119
no,MCV,b125,2,0.045751634
no,MCV,b126,2,0.066666667
no,MCV,b127,2,0.045751634
no,MCV,b128,2,0.045751634
no,MCV,b129,2,0
no,MCV,b130,2,0.066666667
no,MCV,b131,2,0.045751634
no,MCV,b132,2,0.045751634
no,MCV,b133,2,0.1
no,MCV,b134,2,0.124087591
no,MCV,b135,2,0.118881119
no,MCV,b136,2,0.052631579
no,MCV,b137,2,0.118881119
no,MCV,b138,2,0.1
no,MCV,b139,2,0.118881119
no,MCV,b140,2,0.118881119
no,MCV,b141,2,0.176470588
no,MCV,b142,2,0.1
no,MCV,b143,2,0.118881119
no,MCV,b144,2,0.118881119
no,MCV,b145,2,0.01986755
no,MCV,b146,2,0.01910828
no,MCV,b147,2,0.047619048
no,MCV,b148,2,0.01910828
no,MCV,b149,2,0
no,MCV,b150,2,0.01910828
no,MCV,b151,2,0.01910828
no,MCV,b152,2,0.066666667
no,MCV,b153,2,0
no,MCV,b154,2,0.01910828
no,MCV,b155,2,0.01910828
no,MCV,b156,2,0.038961039
no,MCV,b157,2,0.069444444
no,MCV,b158,2,0.038961039
no,MCV,b159,2,0.01986755
no,MCV,b160,2,0.038961039
no,MCV,b161,2,0.038961039
no,MCV,b162,2,0.047619048
no,MCV,b163,2,0.01986755
no,MCV,b164,2,0.038961039
no,MCV,b165,2,0.038961039
no,MCV,b166,2,0.066666667
no,MCV,b167,2,0
no,MCV,b168,2,0.01910828
no,MCV,b169,2,0
no,MCV,b170,2,0
no,MCV,b171,2,0.045751634
no,MCV,b172,2,0.01910828
no,MCV,b173,2,0
no,MCV,b174,2,0
no,MCV,b175,2,0.066666667
no,MCV,b176,2,0.047619048
no,MCV,b177,2,0.066666667
no,MCV,b178,2,0.066666667
no,MCV,b179,2,0.118881119
no,MCV,b180,2,0.047619048
no,MCV,b181,2,0.066666667
no,MCV,b182,2,0.066666667
no,MCV,b183,2,0.01910828
no,MCV,b184,2,0
no,MCV,b185,2,0
no,MCV,b186,2,0.045751634
no,MCV,b187,2,0.01910828
no,MCV,b188,2,0
no,MCV,b189,2,0
no,MCV,b190,2,0.01910828
no,MCV,b191,2,0.01910828
no,MCV,b192,2,0.066666667
no,MCV,b193,2,0
no,MCV,b194,2,0.01910828
no,MCV,b195,2,0.01910828
no,MCV,b196,2,0
no,MCV,b197,2,0.045751634
no,MCV,b198,2,0.01910828
no,MCV,b199,2,0
no,MCV,b200,2,0
no,MCV,b201,2,0.045751634
no,MCV,b202,2,0.01910828
no,MCV,b203,2,0
no,MCV,b204,2,0
no,MCV,b205,2,0.066666667
no,MCV,b206,2,0.045751634
no,MCV,b207,2,0.045751634
no,MCV,b208,2,0.01910828
no,MCV,b209,2,0.01910828
no,MCV,b210,2,0
no,MCV,b1,3,0.059701493
no,MCV,b2,3,0.076923077
no,MCV,b3,3,0.142857143
no,MCV,b4,3,0.102362205
no,MCV,b5,3,0.1
no,MCV,b6,3,0.080291971
no,MCV,b7,3,0.073529412
no,MCV,b8,3,0.123076923
no,MCV,b9,3,0.1
no,MCV,b10,3,0.073529412
no,MCV,b11,3,0.118881119
no,MCV,b12,3,0.241935484
no,MCV,b13,3,0.142857143
no,MCV,b14,3,0.080291971
no,MCV,b15,3,0.118881119
no,MCV,b16,3,0.118881119
no,MCV,b17,3,0.023255814
no,MCV,b18,3,0.1
no,MCV,b19,3,0.1
no,MCV,b20,3,0.1
no,MCV,b21,3,0.072463768
no,MCV,b22,3,0.081081081
no,MCV,b23,3,0.096296296
no,MCV,b24,3,0.040540541
no,MCV,b25,3,0.020689655
no,MCV,b26,3,0.069444444
no,MCV,b27,3,0.115942029
no,MCV,b28,3,0.15625
no,MCV,b29,3,0.069444444
no,MCV,b30,3,0.059602649
no,MCV,b31,3,0.166666667
no,MCV,b32,3,0.081081081
no,MCV,b33,3,0.020689655
no,MCV,b34,3,0.059602649
no,MCV,b35,3,0.059602649
no,MCV,b36,3,0.080291971
no,MCV,b37,3,0.040540541
no,MCV,b38,3,0.040540541
no,MCV,b39,3,0.040540541
no,MCV,b40,3,0.111111111
no,MCV,b41,3,0.114503817
no,MCV,b42,3,0.111111111
no,MCV,b43,3,0.092198582
no,MCV,b44,3,0.042857143
no,MCV,b45,3,0.194029851
no,MCV,b46,3,0.177419355
no,MCV,b47,3,0.142857143
no,MCV,b48,3,0.088435374
no,MCV,b49,3,0.25
no,MCV,b50,3,0.111111111
no,MCV,b51,3,0.092198582
no,MCV,b52,3,0.088435374
no,MCV,b53,3,0.088435374
no,MCV,b54,3,0.097744361
no,MCV,b55,3,0.111111111
no,MCV,b56,3,0.111111111
no,MCV,b57,3,0.069444444
no,MCV,b58,3,0.134751773
no,MCV,b59,3,0.038961039
no,MCV,b60,3,0.059602649
no,MCV,b61,3,0.066666667
no,MCV,b62,3,0.069444444
no,MCV,b63,3,0.194029851
no,MCV,b64,3,0.066666667
no,MCV,b65,3,0.01910828
no,MCV,b66,3,0.115942029
no,MCV,b67,3,0.038961039
no,MCV,b68,3,0.059602649
no,MCV,b69,3,0.01910828
no,MCV,b70,3,0.01910828
no,MCV,b71,3,0.118881119
no,MCV,b72,3,0.038961039
no,MCV,b73,3,0.038961039
no,MCV,b74,3,0.038961039
no,MCV,b75,3,0.092198582
no,MCV,b76,3,0.072463768
no,MCV,b77,3,0.065693431
no,MCV,b78,3,0.175572519
no,MCV,b79,3,0.05785124
no,MCV,b80,3,0.124087591
no,MCV,b81,3,0.111111111
no,MCV,b82,3,0.136
no,MCV,b83,3,0.092198582
no,MCV,b84,3,0.072463768
no,MCV,b85,3,0.111111111
no,MCV,b86,3,0.111111111
no,MCV,b87,3,0.076923077
no,MCV,b88,3,0.092198582
no,MCV,b89,3,0.092198582
no,MCV,b90,3,0.092198582
no,MCV,b91,3,0.01986755
no,MCV,b92,3,0.066666667
no,MCV,b93,3,0.069444444
no,MCV,b94,3,0.149253731
no,MCV,b95,3,0.026666667
no,MCV,b96,3,0.01910828
no,MCV,b97,3,0.115942029
no,MCV,b98,3,0.038961039
no,MCV,b99,3,0.01986755
no,MCV,b100,3,0.01910828
no,MCV,b101,3,0.01910828
no,MCV,b102,3,0.076923077
no,MCV,b103,3,0
no,MCV,b104,3,0
no,MCV,b105,3,0.038961039
no,MCV,b106,3,0.047619048
no,MCV,b107,3,0.092198582
no,MCV,b108,3,0.129770992
no,MCV,b109,3,0.047619048
no,MCV,b110,3,0.038961039
no,MCV,b111,3,0.140740741
no,MCV,b112,3,0.059602649
no,MCV,b113,3,0
no,MCV,b114,3,0.038961039
no,MCV,b115,3,0.038961039
no,MCV,b116,3,0.057142857
no,MCV,b117,3,0.01986755
no,MCV,b118,3,0.01986755
no,MCV,b119,3,0.01986755
no,MCV,b120,3,0.142857143
no,MCV,b121,3,0.123076923
no,MCV,b122,3,0.095890411
no,MCV,b123,3,0.045751634
no,MCV,b124,3,0.194029851
no,MCV,b125,3,0.066666667
no,MCV,b126,3,0.047619048
no,MCV,b127,3,0.045751634
no,MCV,b128,3,0.045751634
no,MCV,b129,3,0.050359712
no,MCV,b130,3,0.066666667
no,MCV,b131,3,0.066666667
no,MCV,b132,3,0.026666667
no,MCV,b133,3,0.177419355
no,MCV,b134,3,0.042857143
no,MCV,b135,3,0.088435374
no,MCV,b136,3,0.15625
no,MCV,b137,3,0.111111111
no,MCV,b138,3,0.092198582
no,MCV,b139,3,0.088435374
no,MCV,b140,3,0.088435374
no,MCV,b141,3,0.097744361
no,MCV,b142,3,0.069444444
no,MCV,b143,3,0.069444444
no,MCV,b144,3,0.111111111
no,MCV,b145,3,0.123076923
no,MCV,b146,3,0.167883212
no,MCV,b147,3,0.152542373
no,MCV,b148,3,0.149253731
no,MCV,b149,3,0.129770992
no,MCV,b150,3,0.167883212
no,MCV,b151,3,0.167883212
no,MCV,b152,3,0.073170732
no,MCV,b153,3,0.149253731
no,MCV,b154,3,0.149253731
no,MCV,b155,3,0.149253731
no,MCV,b156,3,0.045751634
no,MCV,b157,3,0.149253731
no,MCV,b158,3,0.066666667
no,MCV,b159,3,0.047619048
no,MCV,b160,3,0.045751634
no,MCV,b161,3,0.045751634
no,MCV,b162,3,0.050359712
no,MCV,b163,3,0.026666667
no,MCV,b164,3,0.026666667
no,MCV,b165,3,0.066666667
no,MCV,b166,3,0.134751773
no,MCV,b167,3,0.01910828
no,MCV,b168,3,0.038961039
no,MCV,b169,3,0
no,MCV,b170,3,0
no,MCV,b171,3,0.095890411
no,MCV,b172,3,0.01910828
no,MCV,b173,3,0.01910828
no,MCV,b174,3,0.01910828
no,MCV,b175,3,0.115942029
no,MCV,b176,3,0.140740741
no,MCV,b177,3,0.134751773
no,MCV,b178,3,0.134751773
no,MCV,b179,3,0.212598425
no,MCV,b180,3,0.115942029
no,MCV,b181,3,0.115942029
no,MCV,b182,3,0.15942029
no,MCV,b183,3,0.059602649
no,MCV,b184,3,0.01910828
no,MCV,b185,3,0.01910828
no,MCV,b186,3,0.118881119
no,MCV,b187,3,0.038961039
no,MCV,b188,3,0.038961039
no,MCV,b189,3,0.038961039
no,MCV,b190,3,0.038961039
no,MCV,b191,3,0.038961039
no,MCV,b192,3,0.057142857
no,MCV,b193,3,0.01986755
no,MCV,b194,3,0.01986755
no,MCV,b195,3,0.01986755
no,MCV,b196,3,0
no,MCV,b197,3,0.095890411
no,MCV,b198,3,0.01910828
no,MCV,b199,3,0.01910828
no,MCV,b200,3,0.01910828
no,MCV,b201,3,0.095890411
no,MCV,b202,3,0.01910828
no,MCV,b203,3,0.01910828
no,MCV,b204,3,0.01910828
no,MCV,b205,3,0.076923077
no,MCV,b206,3,0.076923077
no,MCV,b207,3,0.076923077
no,MCV,b208,3,0
no,MCV,b209,3,0.038961039
no,MCV,b210,3,0.038961039
no,MCV,b1,4,0.069444444
no,MCV,b2,4,0.038961039
no,MCV,b3,4,0.081081081
no,MCV,b4,4,0.149253731
no,MCV,b5,4,0.040540541
no,MCV,b6,4,0.1
no,MCV,b7,4,0.134751773
no,MCV,b8,4,0.203125
no,MCV,b9,4,0.165354331
no,MCV,b10,4,0.149253731
no,MCV,b11,4,0.103448276
no,MCV,b12,4,0.298245614
no,MCV,b13,4,0.138461538
no,MCV,b14,4,0.111111111
no,MCV,b15,4,0.038961039
no,MCV,b16,4,0.059602649
no,MCV,b17,4,0.149253731
no,MCV,b18,4,0.092198582
no,MCV,b19,4,0.059602649
no,MCV,b20,4,0.084507042
no,MCV,b21,4,0.066666667
no,MCV,b22,4,0.111111111
no,MCV,b23,4,0.184615385
no,MCV,b24,4,0.069444444
no,MCV,b25,4,0.029411765
no,MCV,b26,4,0.124087591
no,MCV,b27,4,0.177419355
no,MCV,b28,4,0.138211382
no,MCV,b29,4,0.076923077
no,MCV,b30,4,0.092198582
no,MCV,b31,4,0.4
no,MCV,b32,4,0.158730159
no,MCV,b33,4,0.1
no,MCV,b34,4,0.066666667
no,MCV,b35,4,0.047619048
no,MCV,b36,4,0.076923077
no,MCV,b37,4,0.065693431
no,MCV,b38,4,0.088435374
no,MCV,b39,4,0.072463768
no,MCV,b40,4,0.038961039
no,MCV,b41,4,0.142857143
no,MCV,b42,4,0.038961039
no,MCV,b43,4,0.095890411
no,MCV,b44,4,0.088435374
no,MCV,b45,4,0.194029851
no,MCV,b46,4,0.203007519
no,MCV,b47,4,0.142857143
no,MCV,b48,4,0.059602649
no,MCV,b49,4,0.333333333
no,MCV,b50,4,0.176470588
no,MCV,b51,4,0.066666667
no,MCV,b52,4,0
no,MCV,b53,4,0.01910828
no,MCV,b54,4,0.142857143
no,MCV,b55,4,0.088435374
no,MCV,b56,4,0.01910828
no,MCV,b57,4,0.081081081
no,MCV,b58,4,0.149253731
no,MCV,b59,4,0.040540541
no,MCV,b60,4,0.142857143
no,MCV,b61,4,0.134751773
no,MCV,b62,4,0.15625
no,MCV,b63,4,0.212598425
no,MCV,b64,4,0.149253731
no,MCV,b65,4,0.020689655
no,MCV,b66,4,0.298245614
no,MCV,b67,4,0.138461538
no,MCV,b68,4,0.069444444
no,MCV,b69,4,0.038961039
no,MCV,b70,4,0.059602649
no,MCV,b71,4,0.149253731
no,MCV,b72,4,0.04964539
no,MCV,b73,4,0.01986755
no,MCV,b74,4,0.042253521
no,MCV,b75,4,0.149253731
no,MCV,b76,4,0.222222222
no,MCV,b77,4,0.165354331
no,MCV,b78,4,0.280701754
no,MCV,b79,4,0.132743363
no,MCV,b80,4,0.283333333
no,MCV,b81,4,0.129770992
no,MCV,b82,4,0.26
no,MCV,b83,4,0.206896552
no,MCV,b84,4,0.184615385
no,MCV,b85,4,0.142857143
no,MCV,b86,4,0.124087591
no,MCV,b87,4,0.283333333
no,MCV,b88,4,0.212598425
no,MCV,b89,4,0.124087591
no,MCV,b90,4,0.15625
no,MCV,b91,4,0.1
no,MCV,b92,4,0.134751773
no,MCV,b93,4,0.15625
no,MCV,b94,4,0.165354331
no,MCV,b95,4,0.149253731
no,MCV,b96,4,0.062068966
no,MCV,b97,4,0.298245614
no,MCV,b98,4,0.138461538
no,MCV,b99,4,0.111111111
no,MCV,b100,4,0.038961039
no,MCV,b101,4,0.059602649
no,MCV,b102,4,0.149253731
no,MCV,b103,4,0.04964539
no,MCV,b104,4,0.01986755
no,MCV,b105,4,0.042253521
no,MCV,b106,4,0.097744361
no,MCV,b107,4,0.216666667
no,MCV,b108,4,0.176470588
no,MCV,b109,4,0.047619048
no,MCV,b110,4,0.124087591
no,MCV,b111,4,0.452830189
no,MCV,b112,4,0.196721311
no,MCV,b113,4,0.073529412
no,MCV,b114,4,0.095890411
no,MCV,b115,4,0.076923077
no,MCV,b116,4,0.047619048
no,MCV,b117,4,0.097744361
no,MCV,b118,4,0.118881119
no,MCV,b119,4,0.104477612
no,MCV,b120,4,0.32231405
no,MCV,b121,4,0.233333333
no,MCV,b122,4,0.149606299
no,MCV,b123,4,0.115942029
no,MCV,b124,4,0.439252336
no,MCV,b125,4,0.300813008
no,MCV,b126,4,0.065693431
no,MCV,b127,4,0.088435374
no,MCV,b128,4,0.069444444
no,MCV,b129,4,0.149606299
no,MCV,b130,4,0.194029851
no,MCV,b131,4,0.111111111
no,MCV,b132,4,0.140740741
no,MCV,b133,4,0.308411215
no,MCV,b134,4,0.175438596
no,MCV,b135,4,0.184
no,MCV,b136,4,0.29787234
no,MCV,b137,4,0.145454545
no,MCV,b138,4,0.241935484
no,MCV,b139,4,0.194029851
no,MCV,b140,4,0.221374046
no,MCV,b141,4,0.175438596
no,MCV,b142,4,0.107438017
no,MCV,b143,4,0.175572519
no,MCV,b144,4,0.163934426
no,MCV,b145,4,0.238938053
no,MCV,b146,4,0.193548387
no,MCV,b147,4,0.290322581
no,MCV,b148,4,0.155963303
no,MCV,b149,4,0.25203252
no,MCV,b150,4,0.203007519
no,MCV,b151,4,0.184615385
no,MCV,b152,4,0.238938053
no,MCV,b153,4,0.166666667
no,MCV,b154,4,0.184615385
no,MCV,b155,4,0.173553719
no,MCV,b156,4,0.129770992
no,MCV,b157,4,0.48
no,MCV,b158,4,0.206896552
no,MCV,b159,4,0.076923077
no,MCV,b160,4,0.142857143
no,MCV,b161,4,0.124087591
no,MCV,b162,4,0
no,MCV,b163,4,0.102362205
no,MCV,b164,4,0.167883212
no,MCV,b165,4,0.109375
no,MCV,b166,4,0.333333333
no,MCV,b167,4,0.165354331
no,MCV,b168,4,0.04964539
no,MCV,b169,4,0.059602649
no,MCV,b170,4,0.040540541
no,MCV,b171,4,0.129770992
no,MCV,b172,4,0.072463768
no,MCV,b173,4,0.040540541
no,MCV,b174,4,0.021582734
no,MCV,b175,4,0.25
no,MCV,b176,4,0.4
no,MCV,b177,4,0.333333333
no,MCV,b178,4,0.367521368
no,MCV,b179,4,0.48
no,MCV,b180,4,0.327102804
no,MCV,b181,4,0.316239316
no,MCV,b182,4,0.314814815
no,MCV,b183,4,0.222222222
no,MCV,b184,4,0.176470588
no,MCV,b185,4,0.203007519
no,MCV,b186,4,0.206896552
no,MCV,b187,4,0.089430894
no,MCV,b188,4,0.157894737
no,MCV,b189,4,0.14516129
no,MCV,b190,4,0.066666667
no,MCV,b191,4,0.047619048
no,MCV,b192,4,0.076923077
no,MCV,b193,4,0.124087591
no,MCV,b194,4,0.088435374
no,MCV,b195,4,0.072463768
no,MCV,b196,4,0.01910828
no,MCV,b197,4,0.142857143
no,MCV,b198,4,0.088435374
no,MCV,b199,4,0.01910828
no,MCV,b200,4,0.081081081
no,MCV,b201,4,0.124087591
no,MCV,b202,4,0.111111111
no,MCV,b203,4,0.038961039
no,MCV,b204,4,0.062068966
no,MCV,b205,4,0.102362205
no,MCV,b206,4,0.167883212
no,MCV,b207,4,0.109375
no,MCV,b208,4,0.069444444
no,MCV,b209,4,0.051851852
no,MCV,b210,4,0.062068966
no,MCV,b1,5,0.084745763
no,MCV,b2,5,0.214285714
no,MCV,b3,5,0.279279279
no,MCV,b4,5,0.333333333
no,MCV,b5,5,0.12
no,MCV,b6,5,0.214285714
no,MCV,b7,5,0.214285714
no,MCV,b8,5,0.219047619
no,MCV,b9,5,0.232323232
no,MCV,b10,5,0.157024793
no,MCV,b11,5,0.166666667
no,MCV,b12,5,0.456521739
no,MCV,b13,5,0.261261261
no,MCV,b14,5,0.213114754
no,MCV,b15,5,0.154471545
no,MCV,b16,5,0.203125
no,MCV,b17,5,0.107438017
no,MCV,b18,5,0.147540984
no,MCV,b19,5,0.184
no,MCV,b20,5,0.154471545
no,MCV,b21,5,0.175438596
no,MCV,b22,5,0.256637168
no,MCV,b23,5,0.288461538
no,MCV,b24,5,0.102362205
no,MCV,b25,5,0.175438596
no,MCV,b26,5,0.175438596
no,MCV,b27,5,0.308411215
no,MCV,b28,5,0.267326733
no,MCV,b29,5,0.073170732
no,MCV,b30,5,0.149253731
no,MCV,b31,5,0.489361702
no,MCV,b32,5,0.238938053
no,MCV,b33,5,0.129032258
no,MCV,b34,5,0.136
no,MCV,b35,5,0.184615385
no,MCV,b36,5,0.073170732
no,MCV,b37,5,0.129032258
no,MCV,b38,5,0.165354331
no,MCV,b39,5,0.136
no,MCV,b40,5,0.327102804
no,MCV,b41,5,0.163265306
no,MCV,b42,5,0.173553719
no,MCV,b43,5,0.055555556
no,MCV,b44,5,0.055555556
no,MCV,b45,5,0.346534653
no,MCV,b46,5,0.284210526
no,MCV,b47,5,0.145299145
no,MCV,b48,5,0.15625
no,MCV,b49,5,0.522727273
no,MCV,b50,5,0.38317757
no,MCV,b51,5,0.13559322
no,MCV,b52,5,0.193277311
no,MCV,b53,5,0.193548387
no,MCV,b54,5,0.196581197
no,MCV,b55,5,0.203389831
no,MCV,b56,5,0.173553719
no,MCV,b57,5,0.193277311
no,MCV,b58,5,0.298969072
no,MCV,b59,5,0.233333333
no,MCV,b60,5,0.327102804
no,MCV,b61,5,0.327102804
no,MCV,b62,5,0.2
no,MCV,b63,5,0.276595745
no,MCV,b64,5,0.275862069
no,MCV,b65,5,0.165354331
no,MCV,b66,5,0.287356322
no,MCV,b67,5,0.132075472
no,MCV,b68,5,0.213675214
no,MCV,b69,5,0.101694915
no,MCV,b70,5,0.18699187
no,MCV,b71,5,0.327586207
no,MCV,b72,5,0.162393162
no,MCV,b73,5,0.116666667
no,MCV,b74,5,0.152542373
no,MCV,b75,5,0.279279279
no,MCV,b76,5,0.102040816
no,MCV,b77,5,0.102040816
no,MCV,b78,5,0.472527473
no,MCV,b79,5,0.2
no,MCV,b80,5,0.252336449
no,MCV,b81,5,0.305084746
no,MCV,b82,5,0.384615385
no,MCV,b83,5,0.298969072
no,MCV,b84,5,0.240740741
no,MCV,b85,5,0.302752294
no,MCV,b86,5,0.228070175
no,MCV,b87,5,0.308411215
no,MCV,b88,5,0.37037037
no,MCV,b89,5,0.261261261
no,MCV,b90,5,0.247706422
no,MCV,b91,5,0.173553719
no,MCV,b92,5,0.173553719
no,MCV,b93,5,0.228070175
no,MCV,b94,5,0.240740741
no,MCV,b95,5,0.030769231
no,MCV,b96,5,0.092198582
no,MCV,b97,5,0.386138614
no,MCV,b98,5,0.166666667
no,MCV,b99,5,0.083969466
no,MCV,b100,5,0.121212121
no,MCV,b101,5,0.080291971
no,MCV,b102,5,0.076923077
no,MCV,b103,5,0.06870229
no,MCV,b104,5,0.104477612
no,MCV,b105,5,0.075757576
no,MCV,b106,5,0
no,MCV,b107,5,0.405940594
no,MCV,b108,5,0.284210526
no,MCV,b109,5,0.145299145
no,MCV,b110,5,0.203125
no,MCV,b111,5,0.454545455
no,MCV,b112,5,0.327102804
no,MCV,b113,5,0.13559322
no,MCV,b114,5,0.193277311
no,MCV,b115,5,0.193548387
no,MCV,b116,5,0.196581197
no,MCV,b117,5,0.254237288
no,MCV,b118,5,0.223140496
no,MCV,b119,5,0.142857143
no,MCV,b120,5,0.405940594
no,MCV,b121,5,0.284210526
no,MCV,b122,5,0.145299145
no,MCV,b123,5,0.203125
no,MCV,b124,5,0.454545455
no,MCV,b125,5,0.327102804
no,MCV,b126,5,0.13559322
no,MCV,b127,5,0.193277311
no,MCV,b128,5,0.193548387
no,MCV,b129,5,0.196581197
no,MCV,b130,5,0.254237288
no,MCV,b131,5,0.223140496
no,MCV,b132,5,0.142857143
no,MCV,b133,5,0.363636364
no,MCV,b134,5,0.272727273
no,MCV,b135,5,0.223140496
no,MCV,b136,5,0.308641975
no,MCV,b137,5,0.26
no,MCV,b138,5,0.279279279
no,MCV,b139,5,0.214285714
no,MCV,b140,5,0.247863248
no,MCV,b141,5,0.272727273
no,MCV,b142,5,0.153153153
no,MCV,b143,5,0.175438596
no,MCV,b144,5,0.267857143
no,MCV,b145,5,0.288461538
no,MCV,b146,5,0.286956522
no,MCV,b147,5,0.253333333
no,MCV,b148,5,0.255319149
no,MCV,b149,5,0.352380952
no,MCV,b150,5,0.283018868
no,MCV,b151,5,0.261261261
no,MCV,b152,5,0.346153846
no,MCV,b153,5,0.276190476
no,MCV,b154,5,0.240740741
no,MCV,b155,5,0.283018868
no,MCV,b156,5,0.124087591
no,MCV,b157,5,0.443298969
no,MCV,b158,5,0.206896552
no,MCV,b159,5,0.05511811
no,MCV,b160,5,0.15625
no,MCV,b161,5,0.112781955
no,MCV,b162,5,0.047619048
no,MCV,b163,5,0.102362205
no,MCV,b164,5,0.138461538
no,MCV,b165,5,0.109375
no,MCV,b166,5,0.425925926
no,MCV,b167,5,0.212598425
no,MCV,b168,5,0.115942029
no,MCV,b169,5,0.064748201
no,MCV,b170,5,0.069444444
no,MCV,b171,5,0.167883212
no,MCV,b172,5,0.072463768
no,MCV,b173,5,0.04964539
no,MCV,b174,5,0.107913669
no,MCV,b175,5,0.287356322
no,MCV,b176,5,0.448979592
no,MCV,b177,5,0.373737374
no,MCV,b178,5,0.403846154
no,MCV,b179,5,0.505154639
no,MCV,b180,5,0.367346939
no,MCV,b181,5,0.386138614
no,MCV,b182,5,0.373737374
no,MCV,b183,5,0.213675214
no,MCV,b184,5,0.152542373
no,MCV,b185,5,0.18699187
no,MCV,b186,5,0.25862069
no,MCV,b187,5,0.145299145
no,MCV,b188,5,0.166666667
no,MCV,b189,5,0.152542373
no,MCV,b190,5,0.100775194
no,MCV,b191,5,0.104477612
no,MCV,b192,5,0.102362205
no,MCV,b193,5,0.109375
no,MCV,b194,5,0.129770992
no,MCV,b195,5,0.054263566
no,MCV,b196,5,0.140740741
no,MCV,b197,5,0.203125
no,MCV,b198,5,0.054263566
no,MCV,b199,5,0.075757576
no,MCV,b200,5,0.046153846
no,MCV,b201,5,0.157894737
no,MCV,b202,5,0.149253731
no,MCV,b203,5,0.065693431
no,MCV,b204,5,0.096296296
no,MCV,b205,5,0.149606299
no,MCV,b206,5,0.184615385
no,MCV,b207,5,0.15625
no,MCV,b208,5,0.083969466
no,MCV,b209,5,0.100775194
no,MCV,b210,5,0.121212121
no,MCV,b1,6,0.075268817
no,MCV,b2,6,0.272727273
no,MCV,b3,6,0.425531915
no,MCV,b4,6,0.308641975
no,MCV,b5,6,0.327102804
no,MCV,b6,6,0.211009174
no,MCV,b7,6,0.237113402
no,MCV,b8,6,0.4
no,MCV,b9,6,0.3
no,MCV,b10,6,0.223300971
no,MCV,b11,6,0.300813008
no,MCV,b12,6,0.432432432
no,MCV,b13,6,0.489361702
no,MCV,b14,6,0.34
no,MCV,b15,6,0.362831858
no,MCV,b16,6,0.387387387
no,MCV,b17,6,0.223300971
no,MCV,b18,6,0.39047619
no,MCV,b19,6,0.346153846
no,MCV,b20,6,0.35483871
no,MCV,b21,6,0.28
no,MCV,b22,6,0.347368421
no,MCV,b23,6,0.317073171
no,MCV,b24,6,0.259259259
no,MCV,b25,6,0.218181818
no,MCV,b26,6,0.244897959
no,MCV,b27,6,0.318681319
no,MCV,b28,6,0.308641975
no,MCV,b29,6,0.230769231
no,MCV,b30,6,0.241935484
no,MCV,b31,6,0.333333333
no,MCV,b32,6,0.410526316
no,MCV,b33,6,0.346534653
no,MCV,b34,6,0.298245614
no,MCV,b35,6,0.321428571
no,MCV,b36,6,0.230769231
no,MCV,b37,6,0.320754717
no,MCV,b38,6,0.276190476
